,productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3,tokens,keyatm_label,Accuracy
28932,B000LH8XTW,Spenco Full Length Arch Cushions,AS5VV4071YD4M,0/1,2.0,1302393600,"These may work for some feet but they did not work for mine. The ""arch support"" was like the princess and the pea. A foam pad with a large rubber pea stuck underneath where the arch would be. Did not feel too bad in the morning just starting out but within an hour of standing I had to take them out. I had expected more comfort when I ordered these since I already have a 3/4 pair of SPENCO's that work very well. But they are made with a hard molded shell under the foam pad that contour nicely to my arch. These are made totally of the foam padding. Needless to say I will not be ordering arch supports online without an exact item number that I know is what I want. They come ample sized and had to be trimmed to fit in my shoe (women size 9.5).",health personal care,health care,foot care,150,baby products,False
29367,B0001NE9F8,"Nuby No Spill Sipper, Colors May Vary, 10 Ounce",A18P8WMXJNMHYO,0/0,1.0,1304380800,My son threw the cup and it broke immediately. The other lasted longer but quickly bit the dust after more rough play. Plastic needs to be stronger. My Munchkin cups are way more durable and I'm replacing this product with the other though slightly more expensive....I need to find a GREEN solution with recycled content but BPA free.,baby products,feeding,solid feeding,58,health personal care,False
9380,B00005NAXL,Id Lubes Millennium,A3OVJXXOCB2O8A,1/3,5.0,1178409600,I love this stuff and Im so glad you have it on your website. I have been looking for it for some time now... nothing compares to it. Thanks again.,health personal care,health care,alternative medicine,30,grocery gourmet food,False
22865,B000K170IO,Motherlove,A295J4HT387MAL,6/6,5.0,1271548800,"Although I'm a fan of Motherlove products I was a bit skeptical that this would even work, but it really did! I became pregnant when my other daughter was 9 months and my milk supply dropped to less than 25% of what it was pre-pregnancy (I pump exclusively so I could really see the effects of the pregnancy). The More Milk Two brought my milk production back up to about 75% of what I was pumping pre-pregnancy. It tastes horrible and I found that I have to be strict about taking it on a regular schedule without drinking excess fluids around the time I take it, but it's worth it because it actually works. I had tried alfalfa supplements and raspberry leaf tea on their own and in combination, but they didn't really help. I guess I needed the concentrated version that is in the More Milk Two.",health personal care,nutrition wellness,vitamins supplements,148,grocery gourmet food,False
7915,B00006IJSH,Bruder MAN Cement Mixer,A1QMD1SN4V4FHU,0/0,4.0,1168300800,"This is a rugged truck that will take a beating. We have only had it a few weeks, but it appears to be up to the challenge of two boys. The only concern I have is that the end of the hose is not firmly attached to the rubber like hose. If you have other small children at home you might wish to find some sort of glue to adhere it to the hose. Other than that is has been and looks to be lots of fun.",toys games,vehicles remote control,play vehicles,87,toys games,True
1986,B00009VE2N,Yu-Gi-Oh! Duel Disk Accessory,unknown,2/3,4.0,1071619200,"The Duel Disk launcher is a fun toy. I had fun playing with it but when I bought the Duel Disk Launcher, it broke (the part where it transforms broke). So I packed it up and took it back to Toy's R Us. They were all out of stock on Duel Disk Launchers for a month. Finally, I got another one but right when I opened it the part where it transforms broke again. So that's why I gave it such a low durability grade. It's only a little educational because of the life points - it helps kids with their math.",toys games,games,trading card games,102,toys games,True
15576,B0002AR15U,"KONG Classic Kong Dog Toy, Red",A1GLFCHN4VIVY9,1/1,5.0,1223856000,"This is my dog's favorite, not only becuase it usually contain food in it but it is bouncy and you can chew on it for a long time. I also play fetch with this toy which is easy for dog to grab and if they decided to keep the toy for a little chew time - it tires them out quickly because Kong is indestructible. It also bounce alot so it catches the dogs attention and want to go after it. Overall, great buy - I think every dog should have a Kong.",pet supplies,dogs,toys,93,pet supplies,True
5211,B0007XIEEO,Little Tikes Electronic Drum Set,AQW3LWK3F1QB7,8/8,1.0,1131408000,"I heartily agree with all the other reviews-do NOT buy this drum set. The two side drums constantly fall off, and within 20 minutes of playing, the drum set tipped over on it's unsteady feet, and the cymbal snapped off. I took mine back to the Toysr'us where I got it, and they took it back happily. If you want a good drum set for a 3 year old, they have a great one at Target in the Kool Toyz section-much better made than this one, and cheaper too!",toys games,dress up pretend play,pretend play,89,toys games,True
18503,B000LFUKCM,Melissa & Doug Deluxe 10-Piece Magnetic Bug Catching Game,A3DKF64KRO4SHP,3/3,4.0,1242345600,My grandaughter is 2yrs old and loves this puzzle. She can name all of the bugs and place them back easily. She says she wants to go bug hunting and then we go.,toys games,dress up pretend play,pretend play,33,toys games,True
30112,B000BFTA0U,ISO Bouncy Creme (select option/size),APZOOJ0W6JBI1,0/0,5.0,1307836800,"I've always been a person who wore my hair up in my bun for years, because I couldn't stand the frizz and dullness of my hair. After coloring my hair, I was recommended this product through my hair stylist to style my curls and eliminate frizz, and let me tell you, this product is great. It leaves my hair soft with no frizz. It also leaves it touchable...unlike some gels and mousses. I've tried everything, and this makes me actually like my hair...which is a miracle. It's great for curls :)",beauty,hair care,styling products,91,beauty,True
36724,B000NN3G8W,Dermarest Rosacea Advanced Redness Treatment 2 oz,A3W0SBAYJW0T4S,0/1,1.0,1331769600,"I really did not like anything about this product. It came out super greasy, smelled absolutely awful, and made my face /redder/ than it originally was. Maybe it's different for every person, but it's definitely not for me!",health personal care,health care,therapeutic skin care,38,beauty,False
29999,B00005BQ7V,SkyRocket,A24N4AYAQ2IFU1,0/1,2.0,1307318400,"Tips of rockets deform and break off after a couple uses. They landed on soft turf as the instructions recommend.Instructions say to pull from tail fins to launch, which then rip.Flimsy construction, otherwise a fun toy if you don't mind using it 3 times than throwing it away.",toys games,hobbies,rockets,48,toys games,True
31515,B00004TFLB,Munchkin Mozart Magic Cube,A2ZR0UFWJWVRHO,2/2,2.0,1313712000,"We ordered this toy from Drugstore.com, which showed a picture of an older model, not the new ""upgraded"" toy. The idea of this toy is intriguing but the actual execution of the idea is less than stellar. The ""music"" is tinny and unattractive. Apparently, the older model had better sound quality, which is why I went with this vendor. However, communicating with Drugstore.com and the whole return process is a significant hassle. The also blamed the deceptive picture they used on a glitch with the manufacturer. I would actually recommend either getting a used model with all purple corners (the older model) or buying it at a brick and mortar location so you can actually listen to it. If you are going to purchase on Amazon, consider another vendor. Very disappointed. I will not do business with this vendor again.",toys games,baby toddler toys,music sound,140,toys games,True
23454,B0007IQQXA,"Van Houtte French Vanilla Coffee Keurig K-Cups, 18 Count",A2I5LVVQ7WXEH6,0/1,4.0,1275436800,"The French Vanilla is wonderful. This is our first time and it is wonderful. My wife loves flavored coffees, so, this was just a natural way to go.We both enjoy a coffee in the morning and one when entertaining some evenings.These k-cups are perfect for entertaining and fast perks. Enjoy!!!",grocery gourmet food,beverages,coffee,50,grocery gourmet food,True
24865,B0002HR3XS,Animals - 12 Pieces Cube Puzzle,A6AYQ6EN3BEVU,2/2,4.0,1284163200,"I purchased this puzzle for my five year old, but my older children enjoy it, too. The case it came in is kind of junky, but the puzzle is really nice. We also have a Melissa and Doug puzzle that is similar and I like this one better because the pictures stay on. The pictures are cute, too. I think it's a great simple toy. I plan on getting another one for when the children are at their grandmother's.",toys games,puzzles,jigsaw puzzles,79,toys games,True
